stage_id,lead_time,max_s_time,cost_rate,risk_pool,ext_demand_mean,ext_demand_std,ext_demand_thres,up_stages
Trans_0119,4.3,,0.4332,2,,,,Manuf_0041,1
Trans_0120,1.53,,0.3993,2,,,,Manuf_0041,1
Trans_0121,6.36,,0.441,2,,,,Manuf_0041,1
Trans_0122,1.0,,0.4771,2,,,,Manuf_0041,1
Trans_0123,9.71,,0.3088,2,,,,Manuf_0042,1
Trans_0124,4.0,,0.4332,2,,,,Manuf_0042,1
Trans_0125,6.58,,0.3993,2,,,,Manuf_0042,1
Trans_0126,1.0,,0.441,2,,,,Manuf_0042,1
Trans_0127,3.5,,0.4771,2,,,,Manuf_0042,1
Trans_0128,9.71,,0.2316,2,,,,Manuf_0043,1
Trans_0129,4.0,,0.3249,2,,,,Manuf_0043,1
Trans_0130,6.58,,0.2995,2,,,,Manuf_0043,1
Trans_0131,1.0,,0.3307,2,,,,Manuf_0043,1
Trans_0132,3.5,,0.3578,2,,,,Manuf_0043,1
Trans_0133,9.71,,0.1425,2,,,,Manuf_0044,1
Trans_0134,4.0,,0.2,2,,,,Manuf_0044,1
Trans_0135,6.58,,0.1843,2,,,,Manuf_0044,1
Trans_0136,1.0,,0.2035,2,,,,Manuf_0044,1
Trans_0137,3.5,,0.2202,2,,,,Manuf_0044,1
Trans_0138,1.0,,0.2316,2,,,,Manuf_0045,1
Trans_0139,4.3,,0.3249,2,,,,Manuf_0045,1
Trans_0140,1.53,,0.2995,2,,,,Manuf_0045,1
Trans_0141,6.36,,0.3307,2,,,,Manuf_0045,1
Trans_0142,1.0,,0.3578,2,,,,Manuf_0045,1
Trans_0143,9.71,,0.3088,2,,,,Manuf_0046,1
Trans_0144,4.0,,0.4332,2,,,,Manuf_0046,1
Trans_0145,6.58,,0.3993,2,,,,Manuf_0046,1
Trans_0146,1.0,,0.441,2,,,,Manuf_0046,1
Trans_0147,3.5,,0.4771,2,,,,Manuf_0046,1
Trans_0148,1.0,,0.195,2,,,,Manuf_0047,1
Trans_0149,4.3,,0.2736,2,,,,Manuf_0047,1
Trans_0150,1.53,,0.2522,2,,,,Manuf_0047,1
Trans_0151,6.36,,0.2785,2,,,,Manuf_0047,1
Trans_0152,1.0,,0.3013,2,,,,Manuf_0047,1
Trans_0153,1.0,,0.1425,2,,,,Manuf_0048,1
Trans_0154,4.3,,0.2,2,,,,Manuf_0048,1
Trans_0155,1.53,,0.1843,2,,,,Manuf_0048,1
Trans_0156,6.36,,0.2035,2,,,,Manuf_0048,1
Trans_0157,1.0,,0.2202,2,,,,Manuf_0048,1
Trans_0158,1.0,,0.195,2,,,,Manuf_0049,1
Trans_0159,4.3,,0.2736,2,,,,Manuf_0049,1
Trans_0160,1.53,,0.2522,2,,,,Manuf_0049,1
Trans_0161,6.36,,0.2785,2,,,,Manuf_0049,1
Trans_0162,1.0,,0.3013,2,,,,Manuf_0049,1
Trans_0163,1.0,,0.2316,2,,,,Manuf_0050,1
Trans_0164,4.3,,0.3249,2,,,,Manuf_0050,1
Trans_0165,1.53,,0.2995,2,,,,Manuf_0050,1
Trans_0166,6.36,,0.3307,2,,,,Manuf_0050,1
Trans_0167,1.0,,0.3578,2,,,,Manuf_0050,1
Trans_0168,1.0,,0.3088,2,,,,Manuf_0051,1
Trans_0169,4.3,,0.4332,2,,,,Manuf_0051,1
Trans_0170,1.53,,0.3993,2,,,,Manuf_0051,1
Trans_0171,6.36,,0.441,2,,,,Manuf_0051,1
Trans_0172,1.0,,0.4771,2,,,,Manuf_0051,1
Trans_0173,1.0,,0.195,2,,,,Manuf_0052,1
Trans_0174,4.3,,0.2736,2,,,,Manuf_0052,1
Trans_0175,1.53,,0.2522,2,,,,Manuf_0052,1
Trans_0176,6.36,,0.2785,2,,,,Manuf_0052,1
Trans_0177,1.0,,0.3013,2,,,,Manuf_0052,1
Trans_0178,9.71,,0.1425,2,,,,Manuf_0053,1
Trans_0179,4.0,,0.2,2,,,,Manuf_0053,1
Trans_0180,6.58,,0.1843,2,,,,Manuf_0053,1
Trans_0181,1.0,,0.2035,2,,,,Manuf_0053,1
Trans_0182,3.5,,0.2202,2,,,,Manuf_0053,1
Trans_0183,1.0,,0.2316,2,,,,Manuf_0054,1
Trans_0184,4.3,,0.3249,2,,,,Manuf_0054,1
Trans_0185,1.53,,0.2995,2,,,,Manuf_0054,1
Trans_0186,6.36,,0.3307,2,,,,Manuf_0054,1
Trans_0187,1.0,,0.3578,2,,,,Manuf_0054,1
Trans_0188,1.0,,0.2316,2,,,,Manuf_0055,1
Trans_0189,4.3,,0.3249,2,,,,Manuf_0055,1
Trans_0190,1.53,,0.2995,2,,,,Manuf_0055,1
Trans_0191,6.36,,0.3307,2,,,,Manuf_0055,1
Trans_0192,1.0,,0.3578,2,,,,Manuf_0055,1
Trans_0193,1.0,,0.2316,2,,,,Manuf_0056,1
Trans_0194,4.3,,0.3249,2,,,,Manuf_0056,1
Trans_0195,1.53,,0.2995,2,,,,Manuf_0056,1
Trans_0196,6.36,,0.3307,2,,,,Manuf_0056,1
Trans_0197,1.0,,0.3578,2,,,,Manuf_0056,1
Trans_0198,1.0,,0.1425,2,,,,Manuf_0057,1
Trans_0199,4.3,,0.2,2,,,,Manuf_0057,1
Trans_0200,1.53,,0.1843,2,,,,Manuf_0057,1
Trans_0201,6.36,,0.2035,2,,,,Manuf_0057,1
Trans_0202,1.0,,0.2202,2,,,,Manuf_0057,1
Trans_0203,1.0,,0.1425,2,,,,Manuf_0058,1
Trans_0204,4.3,,0.2,2,,,,Manuf_0058,1
Trans_0205,1.53,,0.1843,2,,,,Manuf_0058,1
Trans_0206,6.36,,0.2035,2,,,,Manuf_0058,1
Trans_0207,1.0,,0.2202,2,,,,Manuf_0058,1
Trans_0208,1.0,,0.2316,2,,,,Manuf_0059,1
Trans_0209,4.3,,0.3249,2,,,,Manuf_0059,1
Trans_0210,1.53,,0.2995,2,,,,Manuf_0059,1
Trans_0211,6.36,,0.3307,2,,,,Manuf_0059,1
Trans_0212,1.0,,0.3578,2,,,,Manuf_0059,1
Trans_0213,1.0,,0.3088,2,,,,Manuf_0060,1
Trans_0214,4.3,,0.4332,2,,,,Manuf_0060,1
Trans_0215,1.53,,0.3993,2,,,,Manuf_0060,1
Trans_0216,6.36,,0.441,2,,,,Manuf_0060,1
Trans_0217,1.0,,0.4771,2,,,,Manuf_0060,1
Trans_0218,9.71,,0.2316,2,,,,Manuf_0061,1
Trans_0219,4.0,,0.3249,2,,,,Manuf_0061,1
Trans_0220,6.58,,0.2995,2,,,,Manuf_0061,1
Trans_0221,1.0,,0.3307,2,,,,Manuf_0061,1
Trans_0222,3.5,,0.3578,2,,,,Manuf_0061,1
Trans_0223,1.0,,0.195,2,,,,Manuf_0062,1
Trans_0224,4.3,,0.2736,2,,,,Manuf_0062,1
Trans_0225,1.53,,0.2522,2,,,,Manuf_0062,1
Trans_0226,6.36,,0.2785,2,,,,Manuf_0062,1
Trans_0227,1.0,,0.3013,2,,,,Manuf_0062,1
Trans_0228,1.0,,0.2316,2,,,,Manuf_0063,1
Trans_0229,4.3,,0.3249,2,,,,Manuf_0063,1
Trans_0230,1.53,,0.2995,2,,,,Manuf_0063,1
Trans_0231,6.36,,0.3307,2,,,,Manuf_0063,1
Trans_0232,1.0,,0.3578,2,,,,Manuf_0063,1
Trans_0233,1.0,,0.3088,2,,,,Manuf_0064,1
Trans_0234,4.3,,0.4332,2,,,,Manuf_0064,1
Trans_0235,1.53,,0.3993,2,,,,Manuf_0064,1
Trans_0236,6.36,,0.441,2,,,,Manuf_0064,1
Trans_0237,1.0,,0.4771,2,,,,Manuf_0064,1
Trans_0238,1.0,,0.1425,2,,,,Manuf_0065,1
Trans_0239,4.3,,0.2,2,,,,Manuf_0065,1
Trans_0240,1.53,,0.1843,2,,,,Manuf_0065,1
Trans_0241,6.36,,0.2035,2,,,,Manuf_0065,1
Trans_0242,1.0,,0.2202,2,,,,Manuf_0065,1
Trans_0243,9.71,,0.2316,2,,,,Manuf_0066,1
Trans_0244,4.0,,0.3249,2,,,,Manuf_0066,1
Trans_0245,6.58,,0.2995,2,,,,Manuf_0066,1
Trans_0246,1.0,,0.3307,2,,,,Manuf_0066,1
Trans_0247,3.5,,0.3578,2,,,,Manuf_0066,1
Trans_0248,1.0,,0.3088,2,,,,Manuf_0067,1
Trans_0249,4.3,,0.4332,2,,,,Manuf_0067,1
Trans_0250,1.53,,0.3993,2,,,,Manuf_0067,1
Trans_0251,6.36,,0.441,2,,,,Manuf_0067,1
Trans_0252,1.0,,0.4771,2,,,,Manuf_0067,1
Trans_0253,1.0,,0.3088,2,,,,Manuf_0068,1
Trans_0254,4.3,,0.4332,2,,,,Manuf_0068,1
Trans_0255,1.53,,0.3993,2,,,,Manuf_0068,1
Trans_0256,6.36,,0.441,2,,,,Manuf_0068,1
Trans_0257,1.0,,0.4771,2,,,,Manuf_0068,1
Trans_0258,1.53,,0.2995,2,,,,Manuf_0069,1
Trans_0259,1.0,,0.2316,2,,,,Manuf_0069,1
Trans_0260,4.3,,0.3249,2,,,,Manuf_0069,1
Trans_0261,6.36,,0.3307,2,,,,Manuf_0069,1
Trans_0262,1.0,,0.3578,2,,,,Manuf_0069,1
Trans_0263,1.0,,0.3088,2,,,,Manuf_0070,1
Trans_0264,4.3,,0.4332,2,,,,Manuf_0070,1
Trans_0265,1.53,,0.3993,2,,,,Manuf_0070,1
Trans_0266,6.36,,0.441,2,,,,Manuf_0070,1
Trans_0267,1.0,,0.4771,2,,,,Manuf_0070,1
Trans_0268,4.3,,0.4332,2,,,,Manuf_0071,1
Trans_0269,1.53,,0.3993,2,,,,Manuf_0071,1
Trans_0270,6.36,,0.441,2,,,,Manuf_0071,1
Trans_0271,1.0,,0.4771,2,,,,Manuf_0071,1
Trans_0272,1.0,,0.3088,2,,,,Manuf_0071,1
Trans_0273,7.65,,0.0,2,,,,Manuf_0081,1
Trans_0274,3.51,,0.0,2,,,,Manuf_0081,1
Trans_0275,2.96,,0.0,2,,,,Manuf_0081,1
Trans_0276,5.11,,0.0,2,,,,Manuf_0081,1
Trans_0277,7.65,,0.0,2,,,,Manuf_0077,1
Trans_0278,3.51,,0.0,2,,,,Manuf_0077,1
Trans_0279,5.11,,0.0,2,,,,Manuf_0077,1
Trans_0280,2.96,,0.0,2,,,,Manuf_0077,1
Trans_0281,3.51,,0.0,2,,,,Manuf_0078,1
Trans_0282,7.65,,0.0,2,,,,Manuf_0078,1
Trans_0283,5.11,,0.0,2,,,,Manuf_0078,1
Trans_0284,2.96,,0.0,2,,,,Manuf_0078,1
Trans_0285,2.96,,0.0,2,,,,Manuf_0079,1
Trans_0286,5.11,,0.0,2,,,,Manuf_0079,1
Trans_0287,3.51,,0.0,2,,,,Manuf_0079,1
Trans_0288,7.65,,0.0,2,,,,Manuf_0079,1
Trans_0289,7.65,,0.0,2,,,,Manuf_0080,1
Trans_0290,5.11,,0.0,2,,,,Manuf_0080,1
Trans_0291,2.96,,0.0,2,,,,Manuf_0080,1
Trans_0292,3.51,,0.0,2,,,,Manuf_0080,1
